Generated by AssetExportManager	export.2022-05-23.10-48-22		filenameFormat:none
file	assetId	att:Title:3	att:English Translation:834	att:Caption:705	att:Description:4	att:Keywords:701	att:Author/Creator/Photographer:706	folders	att:Date Created:7	att:Event:710	att:Horticultural Practices/Grounds maintenance:712	att:Location:713	att:Gate:711	att:Road:718	att:People:714	att:Year:720	att:Alternative Date:835	att:Month:721	att:Season:719	att:Published in, Year:716	att:Projects:715	att:Image Rating:722	att:Asset Location:723	att:Active Status:21	att:Activation Date:22	att:Expiry Date:23	att:Usage Rights:30	att:Copyright:707	att:Credit:708	att:Release Signed:717	att:DRS Number:724	att:OLIVIA Work Number:725	att:Other ID Number:726	att:MD5:727	att:Note:728	att:Plant Accession Number and Qualifier:764	att:Plant Name HTML:741	att:Family:743	att:Genus:744	att:Species:745	att:Scientific Name:746	att:Common Name:747	att:Plant Grid:776	att:Plant Collection:838	att:Horticultural Management Zone:849	att:Pest and Disease:839	att:Plant Accession Number:748	att:Plant Accession Date:749	att:Current Plant Location:754	att:Plant Collector:755	att:Garden Location:850	att:Plant Country:759	att:Locality:760	att:Sublocality:761	att:Geographic Area:762	att:Cultivar:763	att:Abbreviate Name:765	att:Genus Hybrid:767	att:Species Hybrid:769	att:Infraspecific Rank:771	att:Infraspecific Epithet:772	att:Plant Award:773	att:Plant Is Dead:774	att:Plant Is Mapped:775	att:Flickr ID:778	att:Flickr Metadata:779	att: Plant Character:780	att:Watermark Text:781	att:Link to ARB Explorer:782	att:Link to PowerPoint:783	att:Journal/Book Title:730	att:Publication Place and Publisher:732	att:Volume Number:733	att:Issue Number:734	att:Page Number:735	att:ISSN:736	att:ISBN:737	att:Edition:738	att:Publication Year:841	att:Publication Section:836	att:Article Sequence No. In Issue:848	att:Publication Citation:837	att:Publication URL:739	att:Bench Number:785	att:Bench Name:786	att:Honoree:787	att:Bench IMO/IHO:842	att:Bench Dedication Date:789	att:Bench Dedication Expiration Date:843	att:Total in Gifts:791	att:Bench Location:792	att:Bench Type:844	att:Bench Source:794	att:Bench Accession:795	att:Bench Accession Tag:796	att:Bench Commemorative Plaque Text:845	att:Plaque Source:798	att:Donor1:799	att:Donor1 Relationship to Honoree:800	att:Donor1 Gift Date:803	att:Donor2:804	att:Donor2 Relationship to Honoree:805	att:Donor2 Gift Date:808	att:Donor3:809	att:Donor3 Relationship to Honoree:810	att:Donor3 Gift Date:813	att:Donor4:814	att:Donor4 Relationship to Honoree:815	att:Donor4 Gift Date:818	att:Donor5:819	att:Donor5 Relationship to Honoree:820	att:Donor5 Gift Date:824	att:Bench Notes:825	att:Repair/Refinishing Work:826	att:Bench Latest Refinish/Revarnish Date:847	att:Bench Latest Repair/General Maintenance Date:846	dateAdded	addedBy	dateLastModified	lastModifiedBy	dateLastDownloaded	att:File Type:827	orientation	size	att:File Height:829	att:File Width:828	originalFilename	version	att:Donor1 Advance Number:851	att:Donor1 Amount:852	att:Donor2 Advance Number:853	att:Donor2 Amount:854	att:Donor3 Advance Number:855	att:Donor3 Amount:856	att:Donor4 Advance Number:859	att:Donor4 Amount:860	att:Donor5 Advance Number:861	att:Donor5 Amount:862	att:Plant Alternate Name:864	att:Plant Source:865	att:Alt text:866	approved	previewrestricted	advancedViewing	author	code	expiryDate	entityName	relatedAssets	childAssets	parentAssets
thumbABIES_NEBRODENSIS_858-63_SDTEXT.JPG	16618	Abies_nebrodensis_858-63_SD						SHIP images/ABIES	2006-05-04 15:27:21															Active																																																																																													2021-02-23 14:31:54	Matthew Caulkins	2021-02-23 14:45:44	Matthew Caulkins		Image (jpg)	Landscape	23203	150	200	thumbABIES_NEBRODENSIS_858-63_SDTEXT.JPG	1														SHIP images/ABIES	false	false		16618		General			
thumbABIES_NEBRODENSIS_858-63_SDSTEXT.JPG	16617	Abies x borisii-regis fr. 531-79-B						SHIP images/ABIES	2006-05-04 16:19:45															Active																																																																																													2021-02-23 14:31:51	Matthew Caulkins	2021-02-23 14:45:44	Matthew Caulkins		Image (jpg)	Landscape	30073	150	200	thumbABIES_NEBRODENSIS_858-63_SDSTEXT.JPG	1														SHIP images/ABIES	false	false		16617		General			
thumbABIES_LASIOCARPA_VAR_ARIZONICA_118-2006_SDTEXT.JPG	16616	Abies_lasiocarpa_var_arizonica_118-2006_SD						SHIP images/ABIES	2006-05-04 15:14:23															Active																																																																																													2021-02-23 14:31:49	Matthew Caulkins	2021-02-23 14:45:44	Matthew Caulkins		Image (jpg)	Landscape	24817	150	200	thumbABIES_LASIOCARPA_VAR_ARIZONICA_118-2006_SDTEXT.JPG	1														SHIP images/ABIES	false	false		16616		General			
thumbABIES_LASIOCARPA_VAR_ARIZONICA_118-2006_SDSTEXT.JPG	16615	Abies_lasiocarpa_var_arizonica_118-2006_SDS						SHIP images/ABIES	2006-05-04 15:13:42															Active																																																																																													2021-02-23 14:31:47	Matthew Caulkins	2021-02-23 14:45:44	Matthew Caulkins		Image (jpg)	Landscape	26857	150	200	thumbABIES_LASIOCARPA_VAR_ARIZONICA_118-2006_SDSTEXT.JPG	1														SHIP images/ABIES	false	false		16615		General			
thumbABIES_KOREANA_FR_20613-A_SDTEXT.JPG	16614	Abies koreana fr_20613_SD						SHIP images/ABIES	2006-05-04 14:37:53															Active																																																																																													2021-02-23 14:31:45	Matthew Caulkins	2021-02-23 14:45:44	Matthew Caulkins		Image (jpg)	Landscape	25055	150	200	thumbABIES_KOREANA_FR_20613-A_SDTEXT.JPG	1														SHIP images/ABIES	false	false		16614		General			
thumbABIES_KOREANA_FR_20613-A_SDSTEXT.JPG	16613	Abies koreana fr_20613_SDS						SHIP images/ABIES	2006-05-04 14:29:08															Active																																																																																													2021-02-23 14:31:42	Matthew Caulkins	2021-02-23 14:45:44	Matthew Caulkins		Image (jpg)	Landscape	28653	150	200	thumbABIES_KOREANA_FR_20613-A_SDSTEXT.JPG	1														SHIP images/ABIES	false	false		16613		General			
thumbABIES_KOREANA_FR_20613-A_SDSANDTEXT.JPG	16612	Abies koreana fr 20613						SHIP images/ABIES	2006-05-04 14:36:54															Active																																																																																													2021-02-23 14:31:38	Matthew Caulkins	2021-02-23 14:45:44	Matthew Caulkins		Image (jpg)	Landscape	29333	150	200	thumbABIES_KOREANA_FR_20613-A_SDSANDTEXT.JPG	1														SHIP images/ABIES	false	false		16612		General			
thumbABIES_KOREANA_FR_20613_SDTEXT.JPG	16611	Abies koreana fr_20613_SD						SHIP images/ABIES	2006-05-04 14:37:53															Active																																																																																													2021-02-23 14:31:34	Matthew Caulkins	2021-02-23 14:45:44	Matthew Caulkins		Image (jpg)	Landscape	22203	151	200	thumbABIES_KOREANA_FR_20613_SDTEXT.JPG	1														SHIP images/ABIES	false	false		16611		General			
thumbABIES_KOREANA_FR_20613_SDSTEXT.JPG	16610	Abies koreana fr_20613_SDS						SHIP images/ABIES	2006-05-04 14:29:08															Active																																																																																													2021-02-23 14:31:32	Matthew Caulkins	2021-02-23 14:45:44	Matthew Caulkins		Image (jpg)	Landscape	27090	170	200	thumbABIES_KOREANA_FR_20613_SDSTEXT.JPG	1														SHIP images/ABIES	false	false		16610		General			
thumbABIES_KOREANA_FR_20613_SDSANDTEXT.JPG	16609	Abies koreana fr 20613						SHIP images/ABIES	2006-05-04 14:36:54															Active																																																																																													2021-02-23 14:31:30	Matthew Caulkins	2021-02-23 14:45:44	Matthew Caulkins		Image (jpg)	Landscape	27097	165	200	thumbABIES_KOREANA_FR_20613_SDSANDTEXT.JPG	1														SHIP images/ABIES	false	false		16609		General			
thumbABIES_KOREANA_FR_10645-A_SDTEXT.JPG	16608	Abies koreana fr_10645-A_SD						SHIP images/ABIES	2006-05-04 15:02:26															Active																																																																																													2021-02-23 14:31:27	Matthew Caulkins	2021-02-23 14:45:44	Matthew Caulkins		Image (jpg)	Landscape	23168	150	200	thumbABIES_KOREANA_FR_10645-A_SDTEXT.JPG	1														SHIP images/ABIES	false	false		16608		General			
thumbABIES_KOREANA_FR_10645-A_SDSTEXT.JPG	16607	Abies koreana fr_10645-A_SDS						SHIP images/ABIES	2006-05-04 15:00:58															Active																																																																																													2021-02-23 14:31:25	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	25152	150	200	thumbABIES_KOREANA_FR_10645-A_SDSTEXT.JPG	1														SHIP images/ABIES	false	false		16607		General			
thumbABIES_KOREANA_FR_10645-A_SDSANDTEXT.JPG	16606	Abies_koreana_fr_10645-A_SDSAND						SHIP images/ABIES	2006-05-04 15:05:00															Active																																																																																													2021-02-23 14:31:23	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	25944	150	200	thumbABIES_KOREANA_FR_10645-A_SDSANDTEXT.JPG	1														SHIP images/ABIES	false	false		16606		General			
thumbABIES_KAWAKAMII_FR_273-98_SDSTEXT.JPG	16605	Abies_kawakamii_273-98_SDS						SHIP images/ABIES	2006-05-03 13:49:43															Active																																																																																													2021-02-23 14:31:21	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	28353	150	200	thumbABIES_KAWAKAMII_FR_273-98_SDSTEXT.JPG	1														SHIP images/ABIES	false	false		16605		General			
thumbABIES_KAWAKAMII_273-98_SDTEXT.JPG	16604	Abies_kawakamii_fr_273-98_SD						SHIP images/ABIES	2006-05-03 13:51:25															Active																																																																																													2021-02-23 14:31:19	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	25128	150	200	thumbABIES_KAWAKAMII_273-98_SDTEXT.JPG	1														SHIP images/ABIES	false	false		16604		General			
thumbABIES_HOMOLEPIS_VAR_HOMOLEPIS_FR_12413-B_SDTEXT.JPG	16603	Abies_homolepis_var_homolepis_fr_12413_B_SD						SHIP images/ABIES	2006-05-03 13:22:03															Active																																																																																													2021-02-23 14:31:16	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	23341	150	200	thumbABIES_HOMOLEPIS_VAR_HOMOLEPIS_FR_12413-B_SDTEXT.JPG	1														SHIP images/ABIES	false	false		16603		General			
thumbABIES_HOMOLEPIS_VAR_HOMOLEPIS_FR_12413-B_SDSTEXT.JPG	16602	Abies_homolepis var. homolepis_fr_12413-B						SHIP images/ABIES	2006-05-03 13:19:12															Active																																																																																													2021-02-23 14:31:14	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	26424	150	200	thumbABIES_HOMOLEPIS_VAR_HOMOLEPIS_FR_12413-B_SDSTEXT.JPG	1														SHIP images/ABIES	false	false		16602		General			
thumbABIES_HOMOLEPIS_VAR_HOMOLEPIS_FR_12413-B_SDSANDTEXT.JPG	16601	Abies_homolepis_var_homolepis_fr_12413-B_SDSAND						SHIP images/ABIES	2006-05-03 13:32:41															Active																																																																																													2021-02-23 14:31:12	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	28809	150	200	thumbABIES_HOMOLEPIS_VAR_HOMOLEPIS_FR_12413-B_SDSANDTEXT.JPG	1														SHIP images/ABIES	false	false		16601		General			
thumbABIES_HOMOLEPIS_VAR_HOMOLEPIS_FR_12413-B_SDSAND_TEXT.JPG	16600	Abies_homolepis_var_homolepis_fr_12413-B_SDSAND						SHIP images/ABIES	2006-05-03 13:32:41															Active																																																																																													2021-02-23 14:31:09	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	29070	151	200	thumbABIES_HOMOLEPIS_VAR_HOMOLEPIS_FR_12413-B_SDSAND_TEXT.JPG	1														SHIP images/ABIES	false	false		16600		General			
thumbABIES_FABRI_558-97_SDTEXT.JPG	16599	Abies_fabri_558-97_SD						SHIP images/ABIES	2006-05-03 10:50:34															Active																																																																																													2021-02-23 14:31:07	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	22586	150	200	thumbABIES_FABRI_558-97_SDTEXT.JPG	1														SHIP images/ABIES	false	false		16599		General			
thumbABIES_FABRI_558-97_SDSTEXT.JPG	16598	Abies fabri_558-97_SDS						SHIP images/ABIES	2006-05-03 09:32:49															Active																																																																																													2021-02-23 14:31:05	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	25708	150	200	thumbABIES_FABRI_558-97_SDSTEXT.JPG	1														SHIP images/ABIES	false	false		16598		General			
thumbABIES_CEPHALONICA_FR_288-43-A_SDTEXT.JPG	16597	Abies_cephalonica_fr_288-43-A_SD						SHIP images/ABIES	2007-02-21 14:29:41															Active																																																																																													2021-02-23 14:31:03	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	22731	150	200	thumbABIES_CEPHALONICA_FR_288-43-A_SDTEXT.JPG	1														SHIP images/ABIES	false	false		16597		General			
thumbABIES_CEPHALONICA_FR_288-43-A_SDSTEXT.JPG	16596	Abies_cephalonica_fr_288-43-A_SDS						SHIP images/ABIES	2006-05-02 10:36:16															Active																																																																																													2021-02-23 14:31:00	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	26024	150	200	thumbABIES_CEPHALONICA_FR_288-43-A_SDSTEXT.JPG	1														SHIP images/ABIES	false	false		16596		General			
ABIES_X_BORISII-REGIS_FR_531-79-B_SDTEXT.JPG	16595	Abies x borisii-regis fr. 531-79-B						SHIP images/ABIES	2006-05-04 16:20:39															Active																																																																																													2021-02-23 14:30:57	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	620443	1896	2696	ABIES_X_BORISII-REGIS_FR_531-79-B_SDTEXT.JPG	1														SHIP images/ABIES	false	false		16595		General			
ABIES_X_BORISII-REGIS_FR_531-79-B_SDSTEXT.JPG	16594	Abies x borisii-regis fr. 531-79-B						SHIP images/ABIES	2006-05-04 16:19:45															Active																																																																																													2021-02-23 14:30:54	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	506908	2003	3162	ABIES_X_BORISII-REGIS_FR_531-79-B_SDSTEXT.JPG	1														SHIP images/ABIES	false	false		16594		General			
ABIES_X_BORISII-REGIS_531-79-B_SDSTEXT.JPG	16593	Abies x borisii-regis fr. 531-79-B						SHIP images/ABIES	2006-05-04 16:19:45															Active																																																																																													2021-02-23 14:30:52	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	506908	2003	3162	ABIES_X_BORISII-REGIS_531-79-B_SDSTEXT.JPG	1														SHIP images/ABIES	false	false		16593		General			
ABIES_PINSAPO_864-63_SDTEXT.JPG	16592	Abies_pinsapo_864-63_SD						SHIP images/ABIES	2006-05-04 16:06:48															Active																																																																																													2021-02-23 14:30:49	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	320925	1822	2382	ABIES_PINSAPO_864-63_SDTEXT.JPG	1														SHIP images/ABIES	false	false		16592		General			
ABIES_PINSAPO_864-63_SDSTEXT.JPG	16591	Abies_pinsapo_864-63_SDS						SHIP images/ABIES	2006-05-04 16:08:36															Active																																																																																													2021-02-23 14:30:45	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	496539	1954	2400	ABIES_PINSAPO_864-63_SDSTEXT.JPG	1														SHIP images/ABIES	false	false		16591		General			
ABIES_NEPHROLEPIS_352-97_SDTEXT.JPG	16590	Abies_nephrolepis_352-97_SD						SHIP images/ABIES	2006-05-04 15:35:19															Active																																																																																													2021-02-23 14:30:42	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	390184	1858	2898	ABIES_NEPHROLEPIS_352-97_SDTEXT.JPG	1														SHIP images/ABIES	false	false		16590		General			
ABIES_NEPHROLEPIS_352-97_SDSTEXT.JPG	16589	Abies_nephrolepis_352-97_SDS						SHIP images/ABIES	2006-05-04 15:34:16															Active																																																																																													2021-02-23 14:30:39	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	415803	1954	2880	ABIES_NEPHROLEPIS_352-97_SDSTEXT.JPG	1														SHIP images/ABIES	false	false		16589		General			
ABIES_NEPHROLEPIS_308-97_SDTEXT.JPG	16588	Abies_nephrolepis_308-97_SDtext						SHIP images/ABIES	2006-05-04 15:55:33															Active																																																																																													2021-02-23 14:30:35	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	363011	1930	2646	ABIES_NEPHROLEPIS_308-97_SDTEXT.JPG	1														SHIP images/ABIES	false	false		16588		General			
ABIES_NEPHROLEPIS_308-97_SDSTEXT.JPG	16587	Abies_nephrolepis_308-97_SDS						SHIP images/ABIES	2006-05-04 15:54:34															Active																																																																																													2021-02-23 14:30:32	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	399712	2038	2658	ABIES_NEPHROLEPIS_308-97_SDSTEXT.JPG	1														SHIP images/ABIES	false	false		16587		General			
ABIES_NEPHROLEPIS_308-97_SDSANDTEXT.JPG	16586	Abies_nephrolepis_308-97_SDSAND1						SHIP images/ABIES	2006-05-04 15:59:38															Active																																																																																													2021-02-23 14:30:28	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	497007	1972	2922	ABIES_NEPHROLEPIS_308-97_SDSANDTEXT.JPG	1														SHIP images/ABIES	false	false		16586		General			
ABIES_NEBRODENSIS_858-63_SDTEXT.JPG	16585	Abies_nebrodensis_858-63_SD						SHIP images/ABIES	2006-05-04 15:27:21															Active																																																																																													2021-02-23 14:30:25	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	472510	2061	2598	ABIES_NEBRODENSIS_858-63_SDTEXT.JPG	1														SHIP images/ABIES	false	false		16585		General			
ABIES_NEBRODENSIS_858-63_SDSTEXT.JPG	16584	Abies x borisii-regis fr. 531-79-B						SHIP images/ABIES	2006-05-04 16:19:45															Active																																																																																													2021-02-23 14:30:21	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	845065	2003	3162	ABIES_NEBRODENSIS_858-63_SDSTEXT.JPG	1														SHIP images/ABIES	false	false		16584		General			
ABIES_LASIOCARPA_VAR_ARIZONICA_118-2006_SDTEXT.JPG	16583	Abies_lasiocarpa_var_arizonica_118-2006_SD						SHIP images/ABIES	2006-05-04 15:14:23															Active																																																																																													2021-02-23 14:30:18	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	422686	1984	2190	ABIES_LASIOCARPA_VAR_ARIZONICA_118-2006_SDTEXT.JPG	1														SHIP images/ABIES	false	false		16583		General			
ABIES_LASIOCARPA_VAR_ARIZONICA_118-2006_SDSTEXT.JPG	16582	Abies_lasiocarpa_var_arizonica_118-2006_SDS						SHIP images/ABIES	2006-05-04 15:13:42															Active																																																																																													2021-02-23 14:30:15	Matthew Caulkins	2021-02-23 14:45:45	Matthew Caulkins		Image (jpg)	Landscape	605382	1984	2898	ABIES_LASIOCARPA_VAR_ARIZONICA_118-2006_SDSTEXT.JPG	1														SHIP images/ABIES	false	false		16582		General			
ABIES_KOREANA_FR_20613-A_SDTEXT.JPG	16581	Abies koreana fr_20613_SD						SHIP images/ABIES	2006-05-04 14:37:53															Active																																																																																													2021-02-23 14:30:08	Matthew Caulkins	2021-02-23 14:45:46	Matthew Caulkins		Image (jpg)	Landscape	724106	2113	2796	ABIES_KOREANA_FR_20613-A_SDTEXT.JPG	1														SHIP images/ABIES	false	false		16581		General			
ABIES_KOREANA_FR_20613-A_SDSTEXT.JPG	16580	Abies koreana fr_20613_SDS						SHIP images/ABIES	2006-05-04 14:29:08															Active																																																																																													2021-02-23 14:30:05	Matthew Caulkins	2021-02-23 14:45:46	Matthew Caulkins		Image (jpg)	Landscape	888077	2185	2579	ABIES_KOREANA_FR_20613-A_SDSTEXT.JPG	1														SHIP images/ABIES	false	false		16580		General			
